id;title__en;description__en;icon;tags;props__url;props__scheme;props__osi_approved
RSA-MD;RSA Message-Digest License;;;all;http://www.faqs.org/rfcs/rfc1321.html;spdx;y
RSCPL;Ricoh Source Code Public License;;;all;https://opensource.org/licenses/RSCPL;spdx;y
Ruby;Ruby License;;;all;http://www.ruby-lang.org/en/LICENSE.txt;spdx;y
Saxpath;Saxpath License;;;all;https://fedoraproject.org/wiki/Licensing/Saxpath_License;spdx;y
SAX-PD;Sax Public Domain Notice;;;all;http://www.saxproject.org/copying.html;spdx;y
SCEA;SCEA Shared Source License;;;all;http://research.scea.com/scea_shared_source_license.html;spdx;y
Sendmail;Sendmail License;;;all;https://web.archive.org/web/20160322142305/https://www.sendmail.com/pdfs/open_source/sendmail_license.pdf;spdx;y
Sendmail-8.23;Sendmail License 8.23;;;all;https://web.archive.org/web/20181003101040/https://www.proofpoint.com/sites/default/files/sendmail-license.pdf;spdx;y
SGI-B-1.0;SGI Free Software License B v1.0;;;all;http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.1.0.html;spdx;y
SGI-B-1.1;SGI Free Software License B v1.1;;;all;http://oss.sgi.com/projects/FreeB/;spdx;y
SGI-B-2.0;SGI Free Software License B v2.0;;;all;http://oss.sgi.com/projects/FreeB/SGIFreeSWLicB.2.0.pdf;spdx;y
SHL-0.5;Solderpad Hardware License v0.5;;;all;https://solderpad.org/licenses/SHL-0.5/;spdx;y
SHL-0.51;Solderpad Hardware License, Version 0.51;;;all;https://solderpad.org/licenses/SHL-0.51/;spdx;y
SimPL-2.0;Simple Public License 2.0;;;all;https://opensource.org/licenses/SimPL-2.0;spdx;y
SISSL-1.2;Sun Industry Standards Source License v1.2;;;all;http://gridscheduler.sourceforge.net/Gridengine_SISSL_license.html;spdx;y
Sleepycat;Sleepycat License;;;all;https://opensource.org/licenses/Sleepycat;spdx;y
SMLNJ;Standard ML of New Jersey License;;;all;https://www.smlnj.org/license.html;spdx;y
SMPPL;Secure Messaging Protocol Public License;;;all;https://github.com/dcblake/SMP/blob/master/Documentation/License.txt;spdx;y
SNIA;SNIA Public License 1.1;;;all;https://fedoraproject.org/wiki/Licensing/SNIA_Public_License;spdx;y
Spencer-86;Spencer License 86;;;all;https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License;spdx;y
Spencer-94;Spencer License 94;;;all;https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License;spdx;y
Spencer-99;Spencer License 99;;;all;http://www.opensource.apple.com/source/tcl/tcl-5/tcl/generic/regfronts.c;spdx;y
SSH-OpenSSH;SSH OpenSSH license;;;all;https://github.com/openssh/openssh-portable/blob/1b11ea7c58cd5c59838b5fa574cd456d6047b2d4/LICENCE#L10;spdx;y
SSH-short;SSH short notice;;;all;https://joinup.ec.europa.eu/svn/lesoll/trunk/italc/lib/src/dsa_key.cpp;spdx;y
SSPL-1.0;Server Side Public License, v 1;;;all;https://www.mongodb.com/licensing/server-side-public-license;spdx;y
StandardML-NJ;Standard ML of New Jersey License;;;all;http://www.smlnj.org//license.html;spdx;y
SugarCRM-1.1.3;SugarCRM Public License v1.1.3;;;all;http://www.sugarcrm.com/crm/SPL;spdx;y
SISSL;Sun Industry Standards Source License v1.1;;;all;https://opensource.org/licenses/SISSL;spdx;y
SPL-1.0;Sun Public License v1.0;;;all;https://opensource.org/licenses/SPL-1.0;spdx;y
SWL;Scheme Widget Library (SWL) Software License Agreement;;;all;https://fedoraproject.org/wiki/Licensing/SWL;spdx;y
TAPR-OHL-1.0;TAPR Open Hardware License v1.0;;;all;https://www.tapr.org/OHL;spdx;y
TCL;TCL/TK License;;;all;https://fedoraproject.org/wiki/Licensing/TCL;spdx;y
TCP-wrappers;TCP Wrappers License;;;all;http://rc.quest.com/topics/openssh/license.php#tcpwrappers;spdx;y
TMate;TMate Open Source License;;;all;http://svnkit.com/license.html;spdx;y
TORQUE-1.1;TORQUE v2.5+ Software License v1.1;;;all;https://fedoraproject.org/wiki/Licensing/TORQUEv1.1;spdx;y
TOSL;Trusster Open Source License;;;all;https://fedoraproject.org/wiki/Licensing/TOSL;spdx;y
TU-Berlin-1.0;Technische Universitaet Berlin License 1.0;;;all;https://github.com/swh/ladspa/blob/7bf6f3799fdba70fda297c2d8fd9f526803d9680/gsm/COPYRIGHT;spdx;y
TU-Berlin-2.0;Technische Universitaet Berlin License 2.0;;;all;https://github.com/CorsixTH/deps/blob/fd339a9f526d1d9c9f01ccf39e438a015da50035/licences/libgsm.txt;spdx;y
UCL-1.0;Upstream Compatibility License v1.0;;;all;https://opensource.org/licenses/UCL-1.0;spdx;y
ukclickusepsi;UK Click Use PSI;;;all;;spdx;y
ukcrown;UK Crown Copyright;;;all;;spdx;y
ukcrown-withrights;UK Crown Copyright with data.gov.uk rights;;;all;;spdx;y
OGL-UK-1.0;Open Government Licence v1.0;;;all;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/1/;spdx;y
ukpsi;UK PSI Public Sector Information;;;all;https://opendefinition.org/licenses/ukpsi;spdx;y
Unicode-DFS-2015;Unicode License Agreement - Data Files and Software (2015);;;all;https://web.archive.org/web/20151224134844/http://unicode.org/copyright.html;spdx;y
Unicode-DFS-2016;Unicode License Agreement - Data Files and Software (2016);;;all;http://www.unicode.org/copyright.html;spdx;y
Unicode-TOU;Unicode Terms of Use;;;all;http://www.unicode.org/copyright.html;spdx;y
Unlicense;The Unlicense;;;all;https://unlicense.org/;spdx;y
NCSA;University of Illinois/NCSA Open Source License;;;all;https://opensource.org/licenses/NCSA;spdx;y
UPL-1.0;Universal Permissive License v1.0;;;all;https://opensource.org/licenses/UPL;spdx;y
EFL-2.0;Eiffel Forum License v2.0;;;all;https://opensource.org/licenses/EFL-2.0;spdx;y
Vim;Vim License;;;all;http://vimdoc.sourceforge.net/htmldoc/uganda.html;spdx;y
VOSTROM;VOSTROM Public License for Open Source;;;all;https://fedoraproject.org/wiki/Licensing/VOSTROM;spdx;y
VSL-1.0;Vovida Software License v1.0;;;all;https://opensource.org/licenses/VSL-1.0;spdx;y
W3C;W3C Software Notice and License (2002-12-31);;;all;https://opensource.org/licenses/W3C;spdx;y
W3C-19980720;W3C Software Notice and License (1998-07-20);;;all;http://www.w3.org/Consortium/Legal/copyright-software-19980720.html;spdx;y
W3C-20150513;W3C Software Notice and Document License (2015-05-13);;;all;https://www.w3.org/Consortium/Legal/2015/copyright-software-and-document;spdx;y
Watcom-1.0;Sybase Open Watcom Public License 1.0;;;all;https://opensource.org/licenses/Watcom-1.0;spdx;y
Wsuipa;Wsuipa License;;;all;https://fedoraproject.org/wiki/Licensing/Wsuipa;spdx;y
WTFPL;Do What The F*ck You Want To Public License;;;all;http://sam.zoy.org/wtfpl/COPYING;spdx;y
wxWindows;wxWindows Library License;;;all;https://opensource.org/licenses/WXwindows;spdx;y
X11;X11 License;;;all;http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3;spdx;y
Xerox;Xerox License;;;all;https://fedoraproject.org/wiki/Licensing/Xerox;spdx;y
XFree86-1.1;XFree86 License 1.1;;;all;http://www.xfree86.org/current/LICENSE4.html;spdx;y
xinetd;xinetd License;;;all;https://fedoraproject.org/wiki/Licensing/Xinetd_License;spdx;y
Xnet;X.Net License;;;all;https://opensource.org/licenses/Xnet;spdx;y
xpp;XPP License;;;all;https://fedoraproject.org/wiki/Licensing/xpp;spdx;y
XSkat;XSkat License;;;all;https://fedoraproject.org/wiki/Licensing/XSkat_License;spdx;y
YPL-1.0;Yahoo! Public License v1.0;;;all;http://www.zimbra.com/license/yahoo_public_license_1.0.html;spdx;y
YPL-1.1;Yahoo! Public License v1.1;;;all;http://www.zimbra.com/license/yahoo_public_license_1.1.html;spdx;y
Zed;Zed License;;;all;https://fedoraproject.org/wiki/Licensing/Zed;spdx;y
Zend-2.0;Zend License v2.0;;;all;https://web.archive.org/web/20130517195954/http://www.zend.com/license/2_00.txt;spdx;y
Zimbra-1.3;Zimbra Public License v1.3;;;all;http://web.archive.org/web/20100302225219/http://www.zimbra.com/license/zimbra-public-license-1-3.html;spdx;y
Zimbra-1.4;Zimbra Public License v1.4;;;all;http://www.zimbra.com/legal/zimbra-public-license-1-4;spdx;y
zlib-acknowledgement;zlib/libpng License with Acknowledgement;;;all;https://fedoraproject.org/wiki/Licensing/ZlibWithAcknowledgement;spdx;y
Zlib;zlib License;;;all;https://opensource.org/licenses/Zlib;spdx;y
ZPL-1.1;Zope Public License 1.1;;;all;http://old.zope.org/Resources/License/ZPL-1.1;spdx;y
ZPL-2.0;Zope Public License 2.0;;;all;https://opensource.org/licenses/ZPL-2.0;spdx;y
ZPL-2.1;Zope Public License 2.1;;;all;http://old.zope.org/Resources/ZPL/;spdx;y
